# Sprint 149 residual ledger: every non-green packet root, classified. A `seam`
# row blocks its story; a `product` row is handed to the named downstream sprint
# and is never reclassified here. `first_line` is the leading diagnostic as
# emitted; `repro` is the direct command that reproduces it outside the harness.
# Rows below the seed were generated from the retained Linux evidence of the
# 2026-09-11 packet run (one coordinator, Go 1.27.0 linux/amd64, Bash++ be20731)
# by an automated first-line triage; `owner` 151/152/154 marks a diagnostic
# whose subsystem the Barrier-A partition must settle. Every row is product:
# its phase executed and upstream applied its own contract.
# packet	root	mode	class	first_line	owner	repro
149.2	fixedbugs/issue52590.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue52590.go -o /tmp/main.go
149.2	fixedbugs/issue52862.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue52862.go -o /tmp/main.go
149.2	fixedbugs/issue5470.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue5470.go -o /tmp/main.go
149.2	fixedbugs/issue5614.go	compiled	product	main.go:4:8: "./rethinkgo" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue5614.go -o /tmp/main.go
149.2	fixedbugs/issue56778.go	compiled	product	fixedbugs/issue56778.dir/b.go:9:1: LOWER-ETYPE: cannot use __gosource_import_0_0.NewA(int(0)) (value of type *a.A) as a.A value in variable declaration	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue56778.go -o /tmp/main.go
149.2	fixedbugs/issue5755.go	compiled	product	fixedbugs/issue5755.dir/a.go:54:9: gosource: unsupported expression statement	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue5755.go -o /tmp/main.go
149.2	fixedbugs/issue5755.go	interpreted	product	fixedbugs/issue5755.dir/a.go:54:9: gosource: unsupported expression statement	151	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue5755.go
149.2	fixedbugs/issue58339.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue58339.go -o /tmp/main.go
149.2	fixedbugs/issue58563.go	compiled	product	main.go:7:8: package test/a is not in std (/srv/sprint149/s149-static/tmp/bashpp-s1492.yyZssH/goroot/src/test/a)	151/152/154	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue58563.go -o /tmp/main.go
149.2	fixedbugs/issue5910.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue5910.go -o /tmp/main.go
149.2	fixedbugs/issue60945.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue60945.go -o /tmp/main.go
149.2	fixedbugs/issue6295.go	compiled	product	main.go:4:8: "./p0" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue6295.go -o /tmp/main.go
149.2	fixedbugs/issue6513.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue6513.go -o /tmp/main.go
149.2	fixedbugs/issue7023.go	compiled	product	fixedbugs/issue7023.dir/a.go:8:2: gosource: unsupported labeled branch	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue7023.go -o /tmp/main.go
149.2	fixedbugs/issue7023.go	interpreted	product	fixedbugs/issue7023.dir/a.go:8:2: gosource: unsupported labeled branch	151	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue7023.go
149.2	fixedbugs/issue7648.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue7648.go -o /tmp/main.go
149.2	fixedbugs/issue8060.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue8060.go -o /tmp/main.go
149.2	fixedbugs/issue8280.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue8280.go -o /tmp/main.go
149.2	import2.go	compiled	product	panic: runtime error: invalid memory address or nil pointer dereference	152	bashy transpile --bashpp --source=go --go-file test/import2.go -o /tmp/main.go
149.2	interface/recursive1.go	compiled	product	main.go:4:8: "./recursive1" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/interface/recursive1.go -o /tmp/main.go
149.2	typeparam/issue46461b.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue46461b.go -o /tmp/main.go
149.2	typeparam/issue47892b.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue47892b.go -o /tmp/main.go
149.2	typeparam/issue48094b.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue48094b.go -o /tmp/main.go
149.2	typeparam/issue49246.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue49246.go -o /tmp/main.go
149.2	typeparam/issue49536.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue49536.go -o /tmp/main.go
149.2	typeparam/issue49659.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue49659.go -o /tmp/main.go
149.2	typeparam/issue49893.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue49893.go -o /tmp/main.go
149.2	typeparam/issue50437.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue50437.go -o /tmp/main.go
149.2	typeparam/issue50485.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue50485.go -o /tmp/main.go
149.2	typeparam/issue50486.go	compiled	product	main.go:4:8: "./goerror_fp" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue50486.go -o /tmp/main.go
149.2	typeparam/issue50552.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue50552.go -o /tmp/main.go
149.2	typeparam/issue50561.go	compiled	product	main.go:4:8: "./diameter" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue50561.go -o /tmp/main.go
149.2	typeparam/issue50841.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue50841.go -o /tmp/main.go
149.2	typeparam/issue51219b.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue51219b.go -o /tmp/main.go
149.2	typeparam/issue51423.go	compiled	product	typeparam/issue51423.dir/b.go:6:9: gosource: unsupported function value type	151	bashy transpile --bashpp --source=go --go-file test/typeparam/issue51423.go -o /tmp/main.go
149.2	typeparam/issue51423.go	interpreted	product	typeparam/issue51423.dir/b.go:6:9: gosource: unsupported function value type	151	bashy --bashpp --source=go --check --go-file test/typeparam/issue51423.go
149.2	typeparam/issue51836.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue51836.go -o /tmp/main.go
149.2	typeparam/issue52117.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/issue52117.go -o /tmp/main.go
149.2	typeparam/mdempsky/1.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/mdempsky/1.go -o /tmp/main.go
149.2	typeparam/mdempsky/3.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/mdempsky/3.go -o /tmp/main.go
149.2	typeparam/mdempsky/4.go	compiled	product	typeparam/mdempsky/4.dir/a.go:8:1: gosource: unsupported LabeledStmt	151	bashy transpile --bashpp --source=go --go-file test/typeparam/mdempsky/4.go -o /tmp/main.go
149.2	typeparam/mdempsky/4.go	interpreted	product	typeparam/mdempsky/4.dir/a.go:8:1: gosource: unsupported LabeledStmt	151	bashy --bashpp --source=go --check --go-file test/typeparam/mdempsky/4.go
149.2	typeparam/mdempsky/7.go	compiled	product	main.go:7:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/mdempsky/7.go -o /tmp/main.go
149.2	typeparam/mutualimp.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/typeparam/mutualimp.go -o /tmp/main.go
149.5	fixedbugs/bug133.go	compiled	product	main.go:4:8: "./bug0" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/bug133.go -o /tmp/main.go
149.5	fixedbugs/issue16133.go	compiled	product	main.go:4:8: "./a2" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue16133.go -o /tmp/main.go
149.5	fixedbugs/issue18895.go	compiled	product	main.go:4:8: "./p" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue18895.go -o /tmp/main.go
149.5	fixedbugs/issue18895.go	interpreted	product	p.go:7: missing error "can inline"	154	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue18895.go
149.5	fixedbugs/issue19261.go	compiled	product	main.go:4:8: "./p" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue19261.go -o /tmp/main.go
149.5	fixedbugs/issue19261.go	interpreted	product	p.go:7: missing error "can inline F"	154	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue19261.go
149.5	fixedbugs/issue42284.go	compiled	product	main.go:4:8: "./a" is relative, but relative import paths are not supported in module mode	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue42284.go -o /tmp/main.go
149.5	fixedbugs/issue42284.go	interpreted	product	a.go:10: missing error "can inline T.M"	154	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue42284.go
149.5	fixedbugs/issue4510.go	compiled	product	fixedbugs/issue4510.dir/f2.go:7:6: fmt already declared through import of package fmt ("fmt")	151/152/154	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue4510.go -o /tmp/main.go
149.5	fixedbugs/issue4510.go	interpreted	product	fixedbugs/issue4510.dir/f2.go:7:6: fmt already declared through import of package fmt ("fmt")	151/152/154	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue4510.go
149.5	fixedbugs/issue47201.go	compiled	product	fixedbugs/issue47201.dir/b.go:7:6: Println already declared through dot-import of package fmt ("fmt")	151/152/154	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue47201.go -o /tmp/main.go
149.5	fixedbugs/issue47201.go	interpreted	product	fixedbugs/issue47201.dir/b.go:7:6: Println already declared through dot-import of package fmt ("fmt")	151/152/154	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue47201.go
149.5	fixedbugs/issue50788.go	compiled	product	fixedbugs/issue50788.dir/b.go:9:6: invalid recursive type T	151	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue50788.go -o /tmp/main.go
149.5	fixedbugs/issue50788.go	interpreted	product	fixedbugs/issue50788.dir/b.go:9:6: invalid recursive type T	151	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue50788.go
149.5	fixedbugs/issue56280.go	compiled	product	main.go:4:8: package test/a is not in std (/srv/sprint149/s149-static/tmp/bashpp-s1495.WxBrO5/goroot/src/test/a)	151/152/154	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue56280.go -o /tmp/main.go
149.5	fixedbugs/issue56280.go	interpreted	product	a.go:7: missing error "can inline F"	154	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue56280.go
149.5	interface/private.go	compiled	product	interface/private.dir/private1.go:17:1: LOWER-EUNDEFINED: undefined: p	151	bashy transpile --bashpp --source=go --go-file test/interface/private.go -o /tmp/main.go
149.5	typeparam/issue48962.go	compiled	product	typeparam/issue48962.dir/b.go:18:2: invalid recursive type A	151	bashy transpile --bashpp --source=go --go-file test/typeparam/issue48962.go -o /tmp/main.go
149.5	typeparam/issue48962.go	interpreted	product	typeparam/issue48962.dir/b.go:18:2: invalid recursive type A	151	bashy --bashpp --source=go --check --go-file test/typeparam/issue48962.go
149.7	fixedbugs/issue22877.go	compiled	product	testdir_test.go:153: Bash++ backend unsupported generate phase: compile input "fixedbugs/issue22877.dir/p.s" is not a Go source file	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue22877.go -o /tmp/main.go
149.7	fixedbugs/issue22877.go	interpreted	product	testdir_test.go:153: Bash++ backend unsupported generate phase: compile input "fixedbugs/issue22877.dir/p.s" is not a Go source file	152	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue22877.go
149.7	fixedbugs/issue47317.go	compiled	product	testdir_test.go:153: Bash++ backend unsupported generate phase: compile input "fixedbugs/issue47317.dir/a.s" is not a Go source file	152	bashy transpile --bashpp --source=go --go-file test/fixedbugs/issue47317.go -o /tmp/main.go
149.7	fixedbugs/issue47317.go	interpreted	product	testdir_test.go:153: Bash++ backend unsupported generate phase: compile input "fixedbugs/issue47317.dir/a.s" is not a Go source file	152	bashy --bashpp --source=go --check --go-file test/fixedbugs/issue47317.go
149.8	index1.go	compiled	product	./index.go:294:10: gosource: unsupported range assignment target	151	bashy transpile --bashpp --source=go --go-file test/index1.go -o /tmp/main.go
149.8	index1.go	interpreted	product	./index.go:294:10: gosource: unsupported range assignment target	151	bashy --bashpp --source=go --check --go-file test/index1.go
149.8	index2.go	compiled	product	./index.go:294:10: gosource: unsupported range assignment target	151	bashy transpile --bashpp --source=go --go-file test/index2.go -o /tmp/main.go
149.8	index2.go	interpreted	product	./index.go:294:10: gosource: unsupported range assignment target	151	bashy --bashpp --source=go --check --go-file test/index2.go
149.8	nul1.go	compiled	product	/srv/sprint149/s149-static/tmp/Testnul1.go469926636/001/tmp__.go:4:20: illegal character NUL	151/152/154	bashy transpile --bashpp --source=go --go-file test/nul1.go -o /tmp/main.go
149.8	nul1.go	interpreted	product	nul1.go:21:20: BASHPP-ESELECTOR-ROOT: s is not a structured value	151/152/154	bashy --bashpp --source=go --check --go-file test/nul1.go
149.9	inline.go	compiled	product	inline.go:154:2: gosource: unsupported LabeledStmt	151	bashy transpile --bashpp --source=go --go-file test/inline.go -o /tmp/main.go
149.9	inline.go	interpreted	product	inline.go:154:2: gosource: unsupported LabeledStmt	151	bashy --bashpp --source=go --check --go-file test/inline.go
149.9	inline_endian.go	interpreted	product	inline_endian.go:19: missing error "can inline endian"	154	bashy --bashpp --source=go --check --go-file test/inline_endian.go
149.9	live_regabi.go	compiled	product	live_regabi.go:642:8: gosource: unsupported compound simple statement	151	bashy transpile --bashpp --source=go --go-file test/live_regabi.go -o /tmp/main.go
149.9	live_regabi.go	interpreted	product	live_regabi.go:642:8: gosource: unsupported compound simple statement	151	bashy --bashpp --source=go --check --go-file test/live_regabi.go
149.3	codegen/addrcalc.go	compiled	product	codegen/addrcalc.go:13: linux/amd64/v1: opcode not found: `^ADDQ`	152	bashy transpile --bashpp --source=go --go-file test/codegen/addrcalc.go -o /tmp/main.go
149.3	codegen/alloc.go	compiled	product	codegen/alloc.go:18:13: gosource: unsupported expression *ast.StructType	151	bashy transpile --bashpp --source=go --go-file test/codegen/alloc.go -o /tmp/main.go
149.3	codegen/append.go	compiled	product	codegen/append.go:15: linux/amd64/v1: opcode not found: `^.*growslice\b`	152	bashy transpile --bashpp --source=go --go-file test/codegen/append.go -o /tmp/main.go
149.3	codegen/arithmetic.go	compiled	product	codegen/arithmetic.go:64: linux/amd64/v1: opcode not found: `^SUBQ [A-Z]+, 16\([A-Z]+\)`	152	bashy transpile --bashpp --source=go --go-file test/codegen/arithmetic.go -o /tmp/main.go
149.3	codegen/atomics.go	compiled	product	codegen/atomics.go:26: linux/amd64/v1: opcode not found: `^LOCK`	152	bashy transpile --bashpp --source=go --go-file test/codegen/atomics.go -o /tmp/main.go
149.3	codegen/bits.go	compiled	product	codegen/bits.go:20: linux/amd64/v1: opcode not found: `^BTQ [$]63,`	152	bashy transpile --bashpp --source=go --go-file test/codegen/bits.go -o /tmp/main.go
149.3	codegen/bmi.go	compiled	product	codegen/bmi.go:11: linux/amd64/v3: opcode not found: `^ANDNQ`	152	bashy transpile --bashpp --source=go --go-file test/codegen/bmi.go -o /tmp/main.go
149.3	codegen/bool.go	compiled	product	codegen/bool.go:18: linux/amd64/v1: opcode not found: `^ANDL [$]1`	152	bashy transpile --bashpp --source=go --go-file test/codegen/bool.go -o /tmp/main.go
149.3	codegen/clobberdead.go	compiled	product	codegen/clobberdead.go:20: linux/amd64/v1: opcode not found: `^MOVL \$3735936685, command-line-arguments\.x`	152	bashy transpile --bashpp --source=go --go-file test/codegen/clobberdead.go -o /tmp/main.go
149.3	codegen/clobberdeadreg.go	compiled	product	codegen/clobberdeadreg.go:22: linux/amd64/v1: opcode not found: `^MOVQ \$-2401018187971961171, AX`	152	bashy transpile --bashpp --source=go --go-file test/codegen/clobberdeadreg.go -o /tmp/main.go
149.3	codegen/comparisons.go	compiled	product	codegen/comparisons.go:28: linux/amd64/v1: opcode not found: `^CMPW \(.*\), [$]`	152	bashy transpile --bashpp --source=go --go-file test/codegen/comparisons.go -o /tmp/main.go
149.3	codegen/condmove.go	compiled	product	codegen/condmove.go:23: linux/amd64/v1: opcode not found: `^CMOVQLT`	152	bashy transpile --bashpp --source=go --go-file test/codegen/condmove.go -o /tmp/main.go
149.3	codegen/deadstore.go	compiled	product	codegen/deadstore.go:24: linux/amd64/v1: opcode not found: `^MOVQ \$3`	152	bashy transpile --bashpp --source=go --go-file test/codegen/deadstore.go -o /tmp/main.go
149.3	codegen/floats.go	compiled	product	codegen/floats.go:27: linux/amd64/v1: opcode not found: `^ADDSD`	152	bashy transpile --bashpp --source=go --go-file test/codegen/floats.go -o /tmp/main.go
149.3	codegen/fuse.go	compiled	product	codegen/fuse.go:24: linux/amd64/v1: opcode not found: `^CMPQ .+, [$]256`	152	bashy transpile --bashpp --source=go --go-file test/codegen/fuse.go -o /tmp/main.go
149.3	codegen/ifaces.go	compiled	product	codegen/ifaces.go:26: linux/amd64/v1: opcode not found: `^CALL runtime.typeAssert`	152	bashy transpile --bashpp --source=go --go-file test/codegen/ifaces.go -o /tmp/main.go
149.3	codegen/issue22703.go	compiled	product	codegen/issue22703.go:534: linux/amd64/v1: opcode not found: `^TESTB`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue22703.go -o /tmp/main.go
149.3	codegen/issue48054.go	compiled	product	codegen/issue48054.go:27: linux/amd64/v1: opcode not found: `^TESTQ`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue48054.go -o /tmp/main.go
149.3	codegen/issue52635.go	compiled	product	codegen/issue52635.go:22: linux/amd64/v1: opcode not found: `^MOVUPS X15,`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue52635.go -o /tmp/main.go
149.3	codegen/issue54467.go	compiled	product	codegen/issue54467.go:11: linux/amd64/v1: opcode not found: `^.*memmove`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue54467.go -o /tmp/main.go
149.3	codegen/issue56440.go	compiled	product	codegen/issue56440.go:17: linux/amd64/v1: opcode not found: `^MOVQ 40\(.*\),`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue56440.go -o /tmp/main.go
149.3	codegen/issue58166.go	compiled	product	codegen/issue58166.go:17: linux/amd64/v1: opcode not found: `^INCQ`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue58166.go -o /tmp/main.go
149.3	codegen/issue59297.go	compiled	product	codegen/issue59297.go:11: linux/amd64/v1: opcode not found: `^MOVQ AX, BX`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue59297.go -o /tmp/main.go
149.3	codegen/issue60324.go	compiled	product	codegen/issue60324.go:11: linux/amd64/v1: opcode not found: `^LEAQ command-line-arguments\.h\.func1`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue60324.go -o /tmp/main.go
149.3	codegen/issue69635.go	compiled	product	codegen/issue69635.go:12: linux/amd64/v1: opcode not found: `^SHRQ \$17, AX$`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue69635.go -o /tmp/main.go
149.3	codegen/issue72832.go	compiled	product	codegen/issue72832.go:17: linux/amd64/v1: opcode not found: `^MOVQ`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue72832.go -o /tmp/main.go
149.3	codegen/issue74485.go	compiled	product	codegen/issue74485.go:11: linux/amd64/v1: opcode not found: `^SHRQ [$]63, AX`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue74485.go -o /tmp/main.go
149.3	codegen/issue74788.go	compiled	product	codegen/issue74788.go:11: linux/amd64/v1: wrong number of opcodes: `^MOVUPS[^,]+, X[0-9]+$`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue74788.go -o /tmp/main.go
149.3	codegen/issue75203.go	compiled	product	codegen/issue75203.go:14: linux/amd64/v1: opcode not found: `^LEAQ type:\*int\(SB\)`	152	bashy transpile --bashpp --source=go --go-file test/codegen/issue75203.go -o /tmp/main.go
149.3	codegen/load_type_from_itab.go	compiled	product	codegen/load_type_from_itab.go:23: linux/amd64/v1: opcode not found: `^LEAQ type:.*Impl`	152	bashy transpile --bashpp --source=go --go-file test/codegen/load_type_from_itab.go -o /tmp/main.go
149.3	codegen/logic.go	compiled	product	codegen/logic.go:15: linux/amd64/v1: opcode not found: `^TESTQ (AX, AX|BX, BX|CX, CX|DX, DX|SI, SI|DI, DI|R8, R8|R9, R9|R10, R10|R11, R11|R12, R12|R13, R13|R15,	152	bashy transpile --bashpp --source=go --go-file test/codegen/logic.go -o /tmp/main.go
149.3	codegen/mapaccess.go	compiled	product	codegen/mapaccess.go:267: linux/amd64/v1: opcode not found: `^.*mapaccess`	152	bashy transpile --bashpp --source=go --go-file test/codegen/mapaccess.go -o /tmp/main.go
149.3	codegen/maps.go	compiled	product	codegen/maps.go:20: linux/amd64/v1: opcode not found: `^MOV[LQ] [$]5`	152	bashy transpile --bashpp --source=go --go-file test/codegen/maps.go -o /tmp/main.go
149.3	codegen/math.go	compiled	product	codegen/math.go:20: linux/amd64/v1: opcode not found: `^ROUNDSD [$]2`	152	bashy transpile --bashpp --source=go --go-file test/codegen/math.go -o /tmp/main.go
149.3	codegen/mathbits.go	compiled	product	codegen/mathbits.go:188: linux/amd64/v1: opcode not found: `^POPCNTQ`	152	bashy transpile --bashpp --source=go --go-file test/codegen/mathbits.go -o /tmp/main.go
149.3	codegen/memcombine.go	compiled	product	codegen/memcombine.go:25: linux/amd64/v1: opcode not found: `^MOVQ \(.*\),`	152	bashy transpile --bashpp --source=go --go-file test/codegen/memcombine.go -o /tmp/main.go
149.3	codegen/memops.go	compiled	product	codegen/memops.go:17: linux/amd64/v1: opcode not found: `^CMPB command-line-arguments.x\+1\(SB\), [$]0`	152	bashy transpile --bashpp --source=go --go-file test/codegen/memops.go -o /tmp/main.go
149.3	codegen/moveload.go	compiled	product	codegen/moveload.go:37:12: gosource: unsupported type *ast.BinaryExpr	151	bashy transpile --bashpp --source=go --go-file test/codegen/moveload.go -o /tmp/main.go
149.3	codegen/multiply.go	compiled	product	codegen/multiply.go:16: linux/amd64/v1: opcode not found: `^XORL`	152	bashy transpile --bashpp --source=go --go-file test/codegen/multiply.go -o /tmp/main.go
149.3	codegen/reflect_type.go	compiled	product	codegen/reflect_type.go:14: linux/amd64/v1: opcode not found: `^MOVL [$]8,`	152	bashy transpile --bashpp --source=go --go-file test/codegen/reflect_type.go -o /tmp/main.go
149.3	codegen/regabi_regalloc.go	compiled	product	codegen/regabi_regalloc.go:12: linux/amd64/v1: opcode not found: `^MOVQ BX, CX`	152	bashy transpile --bashpp --source=go --go-file test/codegen/regabi_regalloc.go -o /tmp/main.go
149.3	codegen/retpoline.go	compiled	product	codegen/retpoline.go:9: linux/amd64/v1: opcode not found: `^CALL runtime.retpoline`	152	bashy transpile --bashpp --source=go --go-file test/codegen/retpoline.go -o /tmp/main.go
149.3	codegen/rotate.go	compiled	product	codegen/rotate.go:22: linux/amd64/v1: opcode not found: `^ROLQ [$]7`	152	bashy transpile --bashpp --source=go --go-file test/codegen/rotate.go -o /tmp/main.go
149.3	codegen/schedule.go	compiled	product	codegen/schedule.go:15: linux/amd64/v1: opcode not found: `^INCQ`	152	bashy transpile --bashpp --source=go --go-file test/codegen/schedule.go -o /tmp/main.go
149.3	codegen/shape_assert.go	compiled	product	codegen/shape_assert.go:15:9: gosource: unsupported expression statement	151	bashy transpile --bashpp --source=go --go-file test/codegen/shape_assert.go -o /tmp/main.go
149.3	codegen/shift.go	compiled	product	codegen/shift.go:72: linux/amd64/v1: opcode not found: `^ADDL`	152	bashy transpile --bashpp --source=go --go-file test/codegen/shift.go -o /tmp/main.go
149.3	codegen/slices.go	compiled	product	codegen/slices.go:24: linux/amd64/v1: opcode not found: `^.*memclrNoHeapPointers`	152	bashy transpile --bashpp --source=go --go-file test/codegen/slices.go -o /tmp/main.go
149.3	codegen/smallintiface.go	compiled	product	codegen/smallintiface.go:11: linux/amd64/v1: opcode not found: `^LEAQ runtime.staticuint64s\+8\(SB\)`	152	bashy transpile --bashpp --source=go --go-file test/codegen/smallintiface.go -o /tmp/main.go
149.3	codegen/spectre.go	compiled	product	codegen/spectre.go:13: linux/amd64/v1: opcode not found: `^CMOVQCC`	152	bashy transpile --bashpp --source=go --go-file test/codegen/spectre.go -o /tmp/main.go
149.3	codegen/stack.go	compiled	product	codegen/stack.go:26: linux/amd64/v1: opcode not found: `^TEXT .*, [$]0-`	152	bashy transpile --bashpp --source=go --go-file test/codegen/stack.go -o /tmp/main.go
149.3	codegen/strings.go	compiled	product	codegen/strings.go:16: linux/amd64/v1: opcode not found: `^.*countrunes`	152	bashy transpile --bashpp --source=go --go-file test/codegen/strings.go -o /tmp/main.go
149.3	codegen/structs.go	compiled	product	codegen/structs.go:24: linux/amd64/v1: opcode not found: `^MOVUPS X[0-9]+, \(.*\)`	152	bashy transpile --bashpp --source=go --go-file test/codegen/structs.go -o /tmp/main.go
149.3	codegen/switch.go	compiled	product	codegen/switch.go:272:9: gosource: unsupported expression statement	151	bashy transpile --bashpp --source=go --go-file test/codegen/switch.go -o /tmp/main.go
149.3	codegen/typeswitch.go	compiled	product	codegen/typeswitch.go:40:7: gosource: unsupported expression *ast.InterfaceType	151	bashy transpile --bashpp --source=go --go-file test/codegen/typeswitch.go -o /tmp/main.go
149.3	codegen/unsafe.go	compiled	product	codegen/unsafe.go:15: linux/amd64/v1: opcode not found: `^MOVQ \(.*\)\(.*\*1\), `	152	bashy transpile --bashpp --source=go --go-file test/codegen/unsafe.go -o /tmp/main.go
